CustomerID,Recency,Frequency,Monetary,Churn_Probability
13416.0,43,2,712.5,0.68
13417.0,4,2,640.83,0.65
13418.0,11,18,6127.43,0.0
13419.0,63,1,221.06,0.23
13420.0,149,2,159.85,0.83
13421.0,39,2,1851.08,0.19
13422.0,63,1,2626.3,0.58
13425.0,107,3,1624.21,0.55
13426.0,0,10,3641.32,0.01
13427.0,18,3,582.6,0.19
13428.0,9,1,218.47,0.44
13429.0,10,4,1006.8,0.1
13430.0,18,2,679.45,0.34
13431.0,66,2,1269.1,0.47
13434.0,73,2,534.24,0.36
13435.0,4,7,3809.89,0.05
13436.0,1,1,196.89,0.19
13437.0,13,7,3408.06,0.06
13439.0,254,1,283.71,0.35
13441.0,91,1,296.64,0.35
13447.0,22,3,1129.14,0.12
13448.0,16,6,3539.37,0.11
13449.0,23,1,291.88,0.33
13450.0,26,6,2043.72,0.0
13451.0,25,5,2976.15,0.01
13452.0,258,2,590.0,0.54
13453.0,165,2,356.98,0.82
13455.0,24,2,1058.34,0.26
13456.0,17,6,1766.72,0.02
13458.0,6,14,9646.57,0.0
13460.0,28,2,183.44,0.82
13461.0,38,3,1445.0,0.48
13462.0,252,1,151.5,0.89
13464.0,57,1,674.68,0.67
13466.0,183,1,307.9,0.43
13467.0,10,2,1083.71,0.47
13468.0,1,37,5704.97,0.02
13470.0,98,2,165.0,0.95
13471.0,0,4,2531.58,0.24
13473.0,60,2,422.64,0.43
13474.0,235,1,229.59,0.98
13475.0,190,4,1431.78,0.56
13476.0,178,2,1238.47,0.76
13477.0,37,6,1454.58,0.08
13479.0,200,2,300.95,0.5
13481.0,45,5,1804.56,0.06
13482.0,231,1,184.64,0.89
13483.0,65,1,140.34,0.31
13484.0,240,1,313.8,0.89
13485.0,232,1,454.24,0.94
13486.0,77,3,1122.41,0.17
13487.0,57,3,575.4,0.09
13488.0,16,13,8968.31,0.0
13489.0,104,4,449.52,0.51
13491.0,51,10,1215.82,0.0
13492.0,135,3,1269.84,0.43
13493.0,274,2,618.63,0.59
13494.0,311,1,316.26,0.63
13495.0,7,5,2044.87,0.0
13496.0,10,2,653.33,0.44
13497.0,282,2,348.05,0.58
13499.0,17,5,1159.11,0.07
13500.0,22,3,1166.77,0.13
13501.0,287,1,1340.32,0.63
13502.0,16,3,292.0,0.54
13503.0,70,1,216.85,0.64
13504.0,63,1,295.93,0.72
13505.0,72,4,4393.63,0.6
13506.0,315,2,458.52,0.47
13507.0,2,4,2479.16,0.29
13508.0,243,1,110.97,0.56
13509.0,8,7,979.72,0.12
13510.0,0,4,1791.56,0.18
13512.0,260,1,251.21,0.6
13513.0,126,1,205.1,0.75
13514.0,73,1,152.2,0.74
13515.0,72,4,891.12,0.24
13516.0,20,3,1389.41,0.36
13517.0,59,3,2128.42,0.28
13518.0,85,1,659.44,0.84
13519.0,77,1,122.75,0.36
13520.0,58,6,3624.35,0.18
13521.0,0,3,1093.65,0.63
13522.0,29,1,125.8,0.16
13523.0,32,5,3964.88,0.12
13524.0,40,5,680.18,0.3
13525.0,14,2,628.78,0.57
13527.0,33,7,2287.51,0.04
13529.0,78,2,307.76,0.65
13531.0,204,2,483.8,0.33
13532.0,33,1,210.31,0.43
13533.0,182,3,270.79,0.5
13534.0,1,25,5870.08,0.0
13536.0,0,7,3448.29,0.01
13538.0,42,7,1280.85,0.0
13539.0,85,3,631.34,0.76
13544.0,39,2,291.41,0.36
13546.0,11,3,626.99,0.39
13548.0,95,2,682.41,0.16
13549.0,25,7,918.2,0.09
13551.0,318,1,91.8,0.89
13552.0,65,12,3740.07,0.31
13555.0,73,4,4149.28,0.38
13557.0,27,2,584.06,0.64
13558.0,5,4,605.06,0.7
13560.0,6,1,174.37,0.38
13561.0,215,1,141.86,0.72
13562.0,81,3,1799.33,0.06
13563.0,83,2,777.53,0.24
13564.0,143,3,1749.02,0.18
13565.0,18,2,240.22,0.55
13566.0,40,2,874.71,0.46
13568.0,172,1,192.85,0.22
13569.0,16,2,373.75,0.35
13570.0,242,1,239.49,0.45
13571.0,12,12,2092.32,0.0
13572.0,205,1,1384.25,0.89
13573.0,49,2,294.4,0.29
13575.0,22,5,732.07,0.29
13576.0,9,18,6717.34,0.0
13577.0,24,4,1687.6,0.55
13579.0,14,2,467.04,0.37
13581.0,308,1,118.0,0.84
13583.0,155,1,781.03,0.32
13584.0,306,1,142.4,0.82
13587.0,63,1,712.4,0.3
13588.0,15,9,2478.95,0.0
13589.0,14,2,379.65,0.61
13590.0,10,6,1981.92,0.03
13591.0,64,3,1117.13,0.1
13592.0,35,4,247.96,0.77
13593.0,107,5,2037.08,0.24
13594.0,52,1,396.97,0.4
13596.0,5,2,697.04,0.47
13598.0,46,1,180.17,0.49
13599.0,0,21,5153.67,0.0
13600.0,311,1,219.52,0.27
13601.0,44,2,693.32,0.48
13602.0,64,1,428.89,0.41
13603.0,25,1,164.34,0.6
13606.0,28,3,280.54,0.52
13607.0,39,1,678.01,0.59
13610.0,11,7,1131.88,0.1
13611.0,88,3,1171.8,0.22
13614.0,23,4,1610.46,0.47
13615.0,318,1,417.69,0.6
13617.0,39,3,544.18,0.48
13618.0,173,1,177.34,0.65
13621.0,116,1,213.85,0.19
13623.0,30,5,747.78,0.21
13626.0,252,1,257.23,0.6
13627.0,58,5,1638.47,0.07
13629.0,22,11,7792.36,0.0
13630.0,4,7,2031.78,0.0
13631.0,99,11,3070.42,0.39
13632.0,24,5,2121.27,0.1
13634.0,32,5,1575.16,0.54
13635.0,67,1,1071.03,0.58
13636.0,36,5,949.12,0.28
13637.0,51,3,810.5,0.12
13638.0,15,1,122.64,0.29
13639.0,73,1,1033.34,0.53
13642.0,215,1,354.8,0.86
13643.0,30,3,519.44,0.36
13644.0,15,4,2624.26,0.22
13645.0,119,1,252.1,0.12
13647.0,9,4,1678.12,0.4
13649.0,256,2,346.6,0.79
13650.0,16,6,1836.34,0.11
13651.0,34,2,94.2,0.43
13652.0,45,3,1095.08,0.2
13654.0,42,6,2707.33,0.05
13655.0,113,2,932.97,0.25
13656.0,164,2,379.65,0.96
13657.0,10,2,382.14,0.67
13658.0,9,5,2639.17,0.06
13659.0,205,2,1573.2,0.55
13662.0,85,3,897.76,0.13
13663.0,178,1,189.47,0.52
13666.0,59,3,84.65,0.65
13667.0,148,1,305.02,0.66
13668.0,2,21,6363.59,0.0
13669.0,50,2,218.55,0.2
13670.0,74,1,349.7,0.81
13672.0,300,2,186.39,0.36
13673.0,18,2,396.92,0.26
13675.0,150,2,486.82,0.63
13678.0,151,1,232.6,0.71
13680.0,0,4,3722.42,0.18
13681.0,17,4,827.83,0.21
13682.0,186,1,59.5,0.55
13684.0,285,1,67.23,0.94
13685.0,2,7,3119.44,0.04
13686.0,182,1,72.0,0.56
13689.0,62,1,910.0,0.59
13690.0,58,1,172.25,0.44
13692.0,24,3,1488.32,0.71
13694.0,3,50,65039.62,0.0
13695.0,30,15,2504.13,0.02
13697.0,38,1,151.3,0.67
13699.0,154,1,308.58,0.81
13700.0,25,10,2265.12,0.0
13703.0,317,1,99.5,0.74
13704.0,4,9,2308.06,0.0
13705.0,7,3,711.86,0.5
13706.0,302,1,330.79,0.56
13707.0,266,2,806.41,0.55
13708.0,270,1,296.88,0.77
13709.0,3,13,6328.05,0.0
13710.0,31,1,180.48,0.68
13711.0,218,2,252.06,0.76
13712.0,246,1,228.84,0.93
13715.0,280,5,1079.34,0.66
13716.0,268,1,138.28,0.69
13717.0,31,6,1445.01,0.07
13718.0,245,2,306.55,0.86
13719.0,14,5,1041.68,0.04
13720.0,116,4,799.9,0.11
13721.0,35,1,524.14,0.16
13722.0,131,3,2375.41,0.25
13723.0,216,1,199.85,0.34
13725.0,49,8,1980.56,0.01
13726.0,38,2,1079.66,0.25
13727.0,28,2,333.48,0.57
13728.0,36,6,1016.14,0.39
13730.0,135,2,752.6,0.71
13731.0,218,2,610.59,0.95
13732.0,27,1,491.86,0.57
13735.0,24,4,2885.24,0.11
13736.0,4,2,731.9,0.46
13737.0,199,1,339.6,0.83
13739.0,17,1,216.9,0.8
13740.0,240,1,350.75,0.88
13741.0,71,3,668.43,0.3
13742.0,16,12,3131.02,0.02
13743.0,2,7,1341.6,0.04
13744.0,94,2,1156.36,0.45
13745.0,161,1,300.04,0.69
13747.0,373,1,79.6,0.94
13748.0,95,5,948.25,0.42
13750.0,53,5,1647.26,0.09
13751.0,287,1,296.25,0.72
13752.0,123,6,1186.28,0.26
13753.0,287,1,741.26,0.76
13754.0,151,2,282.6,0.35
13755.0,3,9,2161.35,0.0
13756.0,1,14,5189.52,0.0
13758.0,11,7,3190.55,0.01
13759.0,32,2,659.41,0.4
13760.0,53,2,286.79,0.36
13761.0,49,2,1070.65,0.38
13762.0,218,1,306.72,0.36
13763.0,62,1,1714.96,0.68
13764.0,70,3,1521.76,0.53
13767.0,1,37,17220.36,0.0
13769.0,1,10,2796.51,0.0
13771.0,63,4,2634.45,0.15
13772.0,33,3,1132.13,0.15
13774.0,81,1,345.0,0.99
13777.0,0,33,25977.16,0.0
13778.0,102,1,178.7,0.6
13780.0,6,2,360.01,0.44
13781.0,250,1,127.84,0.63
13782.0,12,6,912.0,0.22
13784.0,9,11,2462.79,0.06
13786.0,366,1,230.4,0.81
13787.0,75,2,309.04,0.63
13790.0,3,1,348.8,0.75
13791.0,127,2,1516.0,0.6
13792.0,65,2,195.55,0.95
13798.0,0,57,37153.85,0.0
13799.0,116,2,688.86,0.18
13800.0,309,1,558.32,0.81
13801.0,66,1,324.8,0.67
13802.0,138,3,4599.42,0.55
13803.0,254,1,277.07,0.35
13804.0,30,7,2635.79,0.0
13805.0,51,2,924.6,0.24
13806.0,63,1,256.38,0.69
13807.0,366,1,112.6,0.82
13808.0,5,5,1747.66,0.11
13809.0,304,1,155.05,0.83
13810.0,28,3,1499.01,0.71
13811.0,183,3,814.5,0.62
13812.0,41,3,539.0,0.16
13813.0,39,4,1366.86,0.28
13814.0,91,2,1579.12,0.25
13815.0,21,4,4027.36,0.04
13816.0,23,2,571.67,0.72
13817.0,28,2,382.98,0.25
13819.0,301,3,1140.35,0.28
13821.0,144,2,385.64,0.55
13822.0,5,2,632.0,0.64
13823.0,18,2,957.66,0.13
13824.0,32,5,1698.94,0.45
13826.0,175,1,189.5,0.43
13827.0,57,3,412.05,0.25
13828.0,21,1,209.49,0.62
13831.0,15,6,2202.99,0.14
13832.0,18,1,52.2,0.8
13833.0,158,1,384.8,1.0
13835.0,24,4,834.57,0.1
13837.0,211,2,271.24,0.76
13838.0,5,4,691.73,0.42
13841.0,252,1,85.0,0.8
13842.0,58,9,3385.62,0.2
13844.0,10,1,361.62,0.58
13845.0,64,1,312.98,0.69
13846.0,24,3,865.06,0.34
13848.0,91,3,1255.0,0.27
13849.0,51,2,1537.95,0.22
13850.0,128,1,1595.48,0.58
13851.0,95,3,2651.46,0.16
13853.0,56,1,1090.14,0.64
13854.0,8,25,8109.52,0.0
13856.0,168,3,388.5,0.86
13858.0,56,1,216.17,0.29
13859.0,325,1,201.16,0.67
13860.0,0,5,1245.9,0.08
13862.0,17,8,2209.36,0.05
13863.0,247,1,305.78,0.41
13865.0,57,4,501.56,0.47
13866.0,73,1,145.67,0.61
13867.0,30,3,1015.29,0.7
13868.0,6,2,3192.54,0.52
13869.0,122,4,3104.95,0.3
13870.0,1,8,2770.94,0.01
13871.0,22,13,6403.25,0.0
13873.0,119,3,389.6,0.46
13874.0,357,1,540.45,0.81
13875.0,53,5,1786.79,0.05
13876.0,63,1,122.7,0.15
13877.0,85,1,117.24,0.09
13878.0,54,1,1281.53,0.8
13880.0,20,13,3219.77,0.0
13881.0,3,20,17159.52,0.0
13882.0,2,5,1191.13,0.16
13883.0,10,5,2674.48,0.11
13884.0,6,5,787.6,0.25
13885.0,188,2,506.8,0.59
13886.0,70,1,243.56,0.75
13887.0,203,1,349.55,0.99
13888.0,119,2,605.63,0.37
13889.0,92,1,416.9,0.23
13890.0,0,10,1883.81,0.01
13892.0,26,4,632.97,0.34
13893.0,297,1,821.1,0.6
13894.0,23,3,564.62,0.13
13895.0,27,4,2593.07,0.05
13897.0,49,1,311.16,0.21
13898.0,325,1,155.93,0.8
13899.0,15,2,388.52,0.66
13900.0,182,3,740.95,0.47
13901.0,71,5,2867.2,0.04
13904.0,36,2,332.64,0.68
13908.0,79,4,2369.55,0.14
13911.0,56,9,2580.91,0.11
13914.0,11,2,626.45,0.65
13917.0,49,2,272.04,0.08
13918.0,49,2,1212.84,0.05
13919.0,58,2,384.81,0.71
13922.0,351,1,172.25,0.26
13923.0,53,1,351.13,0.19
13924.0,1,6,1838.85,0.0
13925.0,92,4,678.25,0.36
13926.0,22,1,223.85,0.39
13927.0,74,1,348.99,0.81
13928.0,10,4,464.57,0.81
13929.0,168,2,842.65,0.72
13930.0,57,2,337.34,0.74
13931.0,95,2,1237.53,0.43
13932.0,294,1,307.4,0.88
13933.0,108,2,608.79,0.28
13934.0,263,1,922.1,0.76
13936.0,179,1,376.58,0.74
13937.0,168,1,158.85,0.62
13938.0,34,1,71.66,0.6
13939.0,22,3,568.55,0.12
13940.0,16,4,839.14,0.25
13941.0,21,5,5112.96,0.0
13946.0,78,3,561.57,0.13
13947.0,64,1,90.6,0.56
13948.0,360,1,102.0,0.83
13949.0,2,6,2427.32,0.02
13950.0,10,4,745.06,0.44
13951.0,175,3,674.45,0.3
13952.0,217,2,3251.07,0.43
13953.0,6,7,3515.68,0.05
13954.0,1,2,439.92,0.77
13955.0,153,2,322.96,0.34
13956.0,4,5,1026.42,0.24
13959.0,78,3,598.2,0.14
13960.0,20,2,230.22,0.21
13962.0,21,2,169.55,0.65
13963.0,307,4,664.54,0.67
13967.0,145,1,80.7,0.88
13969.0,6,18,9053.94,0.0
13971.0,18,8,2758.26,0.16
13972.0,70,2,190.25,0.96
13973.0,286,1,264.7,0.67
13974.0,48,1,413.59,0.65
13975.0,30,6,2526.28,0.01
13976.0,206,1,357.98,0.93
13978.0,14,2,196.79,0.55
13979.0,72,1,869.87,0.64
13980.0,59,1,200.14,0.3
13982.0,38,4,1871.81,0.19
13983.0,29,12,2603.43,0.02
13984.0,26,5,920.51,0.01
13985.0,3,15,7060.13,0.0
13986.0,16,1,320.46,0.58
13988.0,19,6,4147.96,0.03
13989.0,65,2,1266.08,0.25
13990.0,212,1,311.3,0.88
13991.0,11,6,855.97,0.22
13992.0,29,1,76.8,0.65
13993.0,42,9,3466.36,0.22
13994.0,3,6,2313.14,0.0
13995.0,14,5,1393.69,0.23
13999.0,9,12,3901.81,0.0
14000.0,210,1,635.66,0.56
14001.0,45,3,2043.08,0.19
14002.0,133,2,529.73,0.53
14004.0,42,7,4582.64,0.03
14005.0,9,5,2874.72,0.06
14006.0,115,3,962.19,0.03
14009.0,197,2,695.61,0.5
14012.0,277,1,328.8,0.48
14013.0,109,3,473.02,0.54
14014.0,76,1,505.18,0.32
14015.0,52,1,917.34,0.88
14016.0,161,4,4341.21,0.42
14019.0,46,3,1421.61,0.51
14020.0,16,2,642.8,0.59
14021.0,154,3,631.9,0.19
14022.0,224,1,440.0,0.85
14023.0,6,2,584.07,0.75
14024.0,121,2,327.7,0.6
14027.0,60,1,104.82,0.31
14029.0,62,2,467.66,0.6
14030.0,17,8,2360.09,0.05
14031.0,6,19,17286.86,0.0
14032.0,1,11,2975.59,0.01
14034.0,21,3,651.82,0.5
14035.0,28,5,1428.02,0.05
14036.0,284,1,626.65,0.74
14037.0,175,2,147.2,0.94
14038.0,77,3,1560.38,0.31
14039.0,32,1,152.2,0.42
14040.0,40,12,3614.92,0.12
14041.0,265,1,141.41,0.74
14044.0,26,4,652.82,0.49
14045.0,108,4,1659.75,0.28
14046.0,283,1,154.99,0.83
14047.0,8,5,1308.61,0.08
14048.0,304,1,409.93,0.6
14049.0,16,4,5681.72,0.05
14050.0,31,2,746.36,0.34
14051.0,0,23,15610.39,0.0
14052.0,19,1,225.36,0.45
14053.0,123,2,260.25,0.76
14054.0,64,1,92.46,0.52
14055.0,105,1,725.64,0.25
14056.0,0,23,8214.65,0.0
14057.0,23,17,6217.96,0.04
14059.0,266,1,183.6,0.84
14060.0,4,19,6140.42,0.0
14062.0,9,12,10464.85,0.05
14064.0,28,5,1353.74,0.05
14066.0,266,1,152.55,0.87
14067.0,63,2,374.7,0.79
14068.0,319,1,265.85,0.67
14071.0,3,8,1438.82,0.01
14073.0,31,1,151.04,0.43
14075.0,4,3,942.26,0.19
14076.0,128,1,122.47,0.31
14077.0,40,5,499.42,0.43
14078.0,101,6,1049.37,0.67
14079.0,124,1,375.1,0.39
14080.0,32,1,45.6,0.3
14081.0,301,2,934.52,0.47
14082.0,364,1,182.25,0.28
14083.0,3,9,1018.43,0.09
14085.0,1,18,4448.54,0.0
14087.0,2,1,194.42,0.35
14088.0,9,13,50491.81,0.0
14089.0,56,1,161.0,0.65
14090.0,324,1,76.32,0.94
14092.0,7,14,4076.91,0.04
14093.0,11,1,442.85,0.28
14096.0,3,17,65164.79,0.0
14098.0,36,1,147.35,0.32
14099.0,15,11,3104.17,0.02
14100.0,137,1,194.9,0.88
14101.0,73,6,5976.79,0.16
14102.0,4,5,1360.28,0.14
14104.0,154,2,216.21,0.51
14105.0,238,1,1266.23,0.7
14107.0,51,7,2703.23,0.0
14108.0,30,2,597.91,0.39
14109.0,72,1,144.2,0.8
14110.0,3,12,5683.15,0.0
14111.0,13,4,692.85,0.48
14112.0,22,7,2915.15,0.0
14113.0,3,4,1840.42,0.23
14114.0,273,2,386.53,0.64
14116.0,19,5,1382.74,0.02
14117.0,143,1,90.0,0.94
14121.0,3,4,2780.15,0.36
14124.0,83,1,419.58,0.75
14125.0,10,3,2740.43,0.33
14126.0,7,3,706.13,0.36
14127.0,122,3,709.71,0.57
14128.0,60,2,637.5,0.95
14129.0,1,5,1123.86,0.32
14130.0,318,1,483.86,0.78
14132.0,1,11,3586.03,0.0
14133.0,129,3,605.64,0.21
14135.0,1,15,4690.31,0.0
14138.0,1,2,982.38,0.7
14139.0,45,1,415.82,0.49
14140.0,3,2,935.05,0.82
14141.0,2,4,915.13,0.5
14142.0,372,1,311.81,0.93
14143.0,133,1,115.8,0.83
14145.0,46,4,3742.2,0.12
14146.0,8,5,4191.0,0.16
14147.0,77,2,483.4,0.61
14148.0,233,1,157.2,0.91
14149.0,220,1,446.62,0.95
14150.0,35,2,658.64,0.33
14152.0,74,2,621.29,0.89
14154.0,238,2,1345.62,0.28
14155.0,265,1,118.75,0.66
14156.0,9,55,117379.63,0.0
14157.0,19,2,432.88,0.36
14158.0,39,1,507.66,0.6
14159.0,19,11,4693.01,0.0
14161.0,215,3,1110.52,0.27
14162.0,173,2,289.36,0.6
14163.0,86,4,2445.91,0.16
14164.0,70,2,1631.77,0.32
14165.0,275,1,122.54,0.46
14167.0,38,4,574.84,0.71
14171.0,97,1,363.79,0.65
14173.0,10,4,450.84,0.83
14174.0,32,1,134.46,0.28
14175.0,59,3,3222.3,0.47
14176.0,296,4,576.9,0.73
14177.0,85,4,559.41,0.82
14178.0,8,7,1620.93,0.13
14179.0,40,2,719.78,0.61
14180.0,10,25,4748.52,0.0
14184.0,66,1,452.89,0.39
14185.0,330,1,197.65,0.63
14188.0,30,6,2054.36,0.01
14189.0,1,15,4654.08,0.0
14191.0,1,13,4684.76,0.0
14193.0,67,2,853.39,0.49
14194.0,4,21,11349.52,0.0
14195.0,201,2,1012.0,0.57
14196.0,106,1,335.52,0.58
14198.0,17,4,701.4,0.41
14199.0,217,1,185.4,0.45
14201.0,59,7,747.44,0.17
14204.0,1,1,161.03,0.21
14205.0,16,2,466.7,0.34
14206.0,238,1,328.16,0.89
14208.0,94,1,151.74,0.82
14209.0,10,6,2073.43,0.02
14210.0,105,6,1905.84,0.26
14211.0,52,9,2241.1,0.03
14212.0,89,1,1070.48,0.6
14214.0,30,5,1004.38,0.13
14215.0,11,6,1789.72,0.24
14216.0,2,4,1839.3,0.2
14217.0,1,17,2004.98,0.0
14218.0,42,1,169.48,0.41
14219.0,3,1,89.94,0.53
14220.0,246,2,632.4,0.71
14221.0,41,9,3432.8,0.19
14222.0,176,1,683.17,0.9
14223.0,91,3,991.13,0.15
14224.0,109,4,1050.12,0.34
14226.0,28,5,2232.19,0.09
14227.0,25,10,3350.96,0.0
14229.0,51,3,1547.2,0.23
14231.0,183,3,925.71,0.62
14232.0,42,5,2048.07,0.04
14233.0,48,4,1462.72,0.46
14234.0,21,4,775.46,0.06
14235.0,74,5,3144.86,0.02
14236.0,80,2,490.86,0.52
14237.0,372,1,161.0,0.64
14238.0,325,1,146.85,0.8
14239.0,42,11,2380.85,0.12
14240.0,29,2,890.34,0.36
14241.0,183,1,213.7,0.88
14242.0,234,2,280.55,0.75
14243.0,8,10,2588.77,0.05
14245.0,219,2,1693.45,0.43
14246.0,110,3,1474.06,0.46
14247.0,277,1,136.77,0.54
14248.0,317,1,302.58,0.82
14250.0,6,3,1904.05,0.32
14251.0,1,5,2879.7,0.04
14256.0,259,2,969.06,0.51
14257.0,63,5,3099.72,0.06
14258.0,8,9,12669.98,0.08
14259.0,141,1,120.0,0.48
14261.0,50,2,1163.45,0.23
14262.0,7,8,2618.23,0.0
14264.0,154,2,333.97,0.34
14265.0,108,2,530.18,0.22
14267.0,162,3,1516.24,0.19
14270.0,331,1,492.65,0.8
14271.0,225,1,112.32,0.45
14272.0,73,2,437.96,0.77
14273.0,50,4,559.97,0.84
14276.0,98,3,1119.74,0.37
14277.0,14,3,4216.2,0.17
14280.0,196,1,134.04,0.85
14282.0,2,15,3729.34,0.08
14284.0,30,2,595.25,0.34
14285.0,20,4,1910.01,0.27
14286.0,23,3,4628.75,0.27
14287.0,7,3,176.63,0.34
14288.0,212,1,426.6,0.96
14289.0,8,6,911.26,0.12
14290.0,10,5,2314.65,0.26
14291.0,1,11,3883.25,0.0
14292.0,7,9,4871.93,0.03
14293.0,2,4,1046.56,0.58
14295.0,39,1,166.2,0.59
14297.0,17,4,1305.33,0.1
14298.0,7,44,51527.3,0.02
14299.0,7,9,3965.62,0.02
14300.0,18,1,43.2,0.65
14301.0,116,1,640.14,0.88
14304.0,222,1,383.45,0.9
14305.0,70,3,1858.96,0.05
14306.0,50,2,2093.32,0.18
14307.0,88,6,2995.72,0.22
14309.0,7,9,2352.53,0.0
14311.0,242,1,310.26,0.76
14312.0,46,6,1611.59,0.07
14314.0,106,1,120.0,0.74
14315.0,44,6,2481.13,0.0
14317.0,64,1,508.58,0.3
14320.0,206,2,477.79,0.47
14321.0,10,5,1530.75,0.48
14323.0,114,2,605.06,0.21
14326.0,241,1,183.85,0.74
14327.0,162,1,311.65,0.78
14329.0,16,7,5014.84,0.03
14331.0,123,2,462.66,0.69
14332.0,22,3,866.31,0.17
14333.0,67,1,415.2,0.49
14334.0,16,8,2552.21,0.01
14335.0,15,2,468.26,0.39
14336.0,16,4,1614.91,0.85
14338.0,160,2,588.22,0.79
14339.0,242,1,309.52,0.7
14340.0,218,1,134.7,0.76
14341.0,44,8,2182.28,0.0
14342.0,20,4,668.56,0.56
14344.0,126,8,889.93,0.54
14345.0,38,1,108.98,0.79
14346.0,120,2,1021.58,0.74
14348.0,259,1,409.57,0.58
14349.0,9,1,133.5,0.17
14350.0,273,1,282.93,0.91
14351.0,164,1,51.0,0.56
14352.0,156,4,1078.96,0.18
14353.0,214,1,90.6,0.93
14354.0,5,2,163.62,0.88
14355.0,365,1,174.4,0.35
14356.0,79,2,701.23,0.77
14357.0,42,1,225.77,0.63
14359.0,18,3,912.18,0.11
14360.0,31,4,2128.23,0.15
14362.0,21,1,161.2,0.74
14364.0,108,8,3717.35,0.33
14367.0,7,16,9261.52,0.02
14368.0,319,1,155.0,0.83
14371.0,294,1,100.5,0.82
14373.0,357,1,76.55,0.94
14375.0,184,1,257.68,0.58
14377.0,190,2,617.05,0.72
14379.0,43,2,348.1,0.49
14381.0,51,1,202.68,0.38
14382.0,25,1,626.07,0.91
14383.0,37,3,1247.69,0.42
14385.0,8,3,202.11,0.28
14386.0,296,1,142.4,0.82
14387.0,32,3,1770.56,0.22
14388.0,9,8,3212.84,0.06
14389.0,64,2,1043.46,0.52
14390.0,9,9,4652.82,0.02
14393.0,217,1,67.95,0.93
14395.0,1,9,3507.71,0.02
14396.0,64,2,487.99,0.31
14397.0,2,19,2612.96,0.02
14400.0,148,1,574.7,0.96
14401.0,3,13,4051.48,0.01
14403.0,129,4,1475.81,0.13
14404.0,33,6,1474.32,0.31
14406.0,118,1,156.75,0.66
14407.0,106,6,2157.73,0.17
14408.0,10,7,2606.53,0.0
14409.0,70,6,2059.45,0.01
14410.0,91,9,1105.07,0.42
14411.0,310,1,1063.0,0.53
14412.0,42,2,770.03,0.36
14413.0,361,1,122.7,0.84
14414.0,91,7,1496.98,0.1
14415.0,0,13,5900.28,0.0
14416.0,21,2,490.22,0.27
14418.0,3,3,1937.25,0.08
14419.0,10,6,1058.06,0.36
14420.0,98,1,387.52,0.69
14421.0,56,2,813.11,0.29
14422.0,0,6,4263.64,0.02
14423.0,217,1,265.2,0.46
14424.0,17,1,322.08,0.38
14426.0,23,10,4481.67,0.03
14427.0,49,2,363.34,0.27
14428.0,6,5,1244.83,0.08
14431.0,302,1,470.36,0.66
14432.0,9,6,2255.51,0.05
14434.0,21,6,1372.8,0.12
14436.0,98,1,89.06,0.68
14437.0,365,1,63.0,0.92
14438.0,305,1,131.9,0.8
14439.0,319,1,2661.24,0.64
14440.0,7,5,2357.68,0.11
14441.0,0,4,1712.89,0.2
14442.0,204,2,1589.82,0.52
14443.0,53,4,1420.2,0.18
14446.0,0,4,1039.58,0.44
14447.0,18,5,1163.23,0.1
14448.0,8,2,375.35,0.37
14449.0,18,4,907.1,0.06
14450.0,180,3,483.25,0.82
14451.0,59,2,662.59,0.97
14452.0,10,2,264.44,0.19
14453.0,189,1,119.93,0.4
14456.0,4,9,3062.4,0.0
14457.0,310,1,113.64,0.84
14459.0,154,1,1837.92,0.28
14460.0,109,3,434.34,0.77
14461.0,147,3,2103.06,0.41
14462.0,65,11,2004.02,0.42
14463.0,97,3,529.62,0.08
14465.0,246,3,1058.62,0.44
14466.0,28,7,2272.4,0.0
14467.0,17,4,598.76,0.75
14470.0,11,2,461.19,0.6
14472.0,103,8,1936.84,0.17
14473.0,73,2,234.34,0.44
14474.0,45,1,547.66,0.44
14475.0,71,3,925.85,0.3
14476.0,256,1,215.7,0.66
14477.0,19,4,1309.6,0.02
14479.0,253,2,316.25,0.78
14480.0,10,1,279.05,0.24
14481.0,164,2,636.51,0.36
14482.0,17,6,2068.15,0.02
14483.0,281,1,137.1,0.81
14484.0,49,1,321.92,0.2
14485.0,38,1,165.75,0.87
14487.0,26,6,1196.33,0.23
14488.0,67,1,1064.28,0.58
14489.0,206,1,463.38,0.87
14491.0,174,2,340.93,0.59
14493.0,6,5,2383.24,0.11
14494.0,25,1,139.56,0.41
14495.0,50,2,123.8,0.83
14496.0,311,2,538.81,0.47
14497.0,308,1,475.37,0.67
14498.0,42,5,1957.32,0.01
14499.0,25,3,815.32,0.67
14500.0,87,3,356.85,0.58
14501.0,183,2,251.21,0.6
14502.0,19,11,2470.67,0.06
14503.0,2,6,3543.26,0.07
14504.0,46,4,673.26,0.68
14505.0,16,8,5905.64,0.15
14506.0,16,5,2012.17,0.03
14507.0,23,6,1383.18,0.13
14508.0,21,2,276.42,0.21
14511.0,10,5,1314.81,0.38
14512.0,187,2,275.28,0.2
14513.0,100,3,455.59,0.71
14514.0,60,3,1055.35,0.16
14515.0,17,6,2102.09,0.02
14517.0,32,2,330.45,0.71
14518.0,63,1,174.37,0.43
14520.0,1,2,270.6,0.23
14522.0,23,4,974.54,0.02
14523.0,107,1,241.09,0.85
14524.0,31,9,1867.68,0.0
